"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-5"	"OBEN"	"OBEN"	1	1	15140	TRUE	9395	7846	8479	3949	4014	0	4014	"outside"	""	"outside"	4846	12325	3447	4364	3498	7862	4364	2748	7112	533	799	300	767	665	650	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-10"	"UNTEN"	"UNTEN"	2	1	13458	TRUE	4481	3847	3265	2931	300	899	899	"outside"	"outside"	"outside"	2215	13540	3997	2881	6562	9443	2881	6562	9443	899	683	483	466	567	399	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-15"	"UNTEN"	"OBEN"	3	1	8126	FALSE	3165	2949	3165	2949	0	2265	2265	""	"outside"	"outside"	2532	13608	0	1633	9994	11627	1633	9994	11627	766	867	749	933	266	350	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-11"	"OBEN"	"OBEN"	4	1	7412	FALSE	2331	1832	2331	1832	1132	0	1132	"outside"	""	"outside"	1582	7246	2732	1366	2915	4281	1366	2915	4281	800	0	0	0	633	0	TRUE	FALSE	FALSE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-14"	"OBEN"	"UNTEN"	5	1	14488	TRUE	5612	5429	2182	2182	2215	0	2215	"outside"	""	"outside"	2215	4164	0	0	1916	1916	0	1749	1749	466	0	0	466	0	0	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-8"	"UNTEN"	"UNTEN"	6	1	9044	FALSE	4280	3464	4280	3464	0	650	650	""	"timecriterion"	"timecriterion"	4647	9711	550	2399	6329	8728	2399	6329	8728	766	317	0	0	633	783	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-16"	"OBEN"	"UNTEN"	7	2	9185	FALSE	2731	2498	2731	2498	1315	0	1315	"outside"	""	"outside"	2531	4365	0	767	1899	2666	767	1832	2599	683	0	0	0	0	233	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-9"	"OBEN"	"OBEN"	8	2	15127	TRUE	8716	8233	4014	3764	2415	0	2415	"outside"	""	"outside"	4413	5232	1966	1183	1733	2916	966	1733	2699	0	0	0	0	0	267	FALSE	TRUE	FALSE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-7"	"OBEN"	"OBEN"	9	2	9512	FALSE	4080	2382	4080	2382	683	0	683	"outside"	""	"outside"	4680	3564	316	0	3232	3232	0	3165	3165	217	0	0	283	0	0	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-12"	"UNTEN"	"UNTEN"	10	2	8593	FALSE	3081	2265	3081	2265	0	1666	1666	""	"outside"	"outside"	617	6397	1764	0	3967	3967	0	3401	3401	566	0	316	867	682	333	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-13"	"UNTEN"	"OBEN"	11	2	7000	FALSE	2364	2048	2364	2048	0	1549	1549	""	"outside"	"outside"	2531	11795	0	2382	2150	4532	2382	2150	4532	234	882	783	833	2681	683	TRUE	TRUE	TRUE
"21"	"F"	"283"	"Exp3"	"Rec21"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-6"	"UNTEN"	"UNTEN"	12	2	15148	TRUE	7522	6972	6680	6130	0	2782	2782	""	"outside"	"outside"	2782	8297	6564	734	999	1733	734	999	1733	866	650	616	783	0	0	TRUE	TRUE	TRUE
