"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-10"	"UNTEN"	"UNTEN"	1	1	10468	FALSE	4597	4014	4597	4014	0	3797	3797	""	"outside"	"outside"	4397	12308	716	8060	3532	11592	7527	3032	10559	300	250	650	866	483	650	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-2"	"OBEN"	"UNTEN"	2	1	11448	TRUE	4529	4063	3430	3064	1615	367	1615	"outside"	"outside"	"outside"	3564	6599	0	3683	2749	6432	3283	2399	5682	467	0	0	0	0	866	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"COM"	"NO"	1	"D2"	"OBJ-15"	"OBEN"	"OBEN"	3	1	13071	TRUE	4780	4180	2731	2298	1765	166	1765	"outside"	"outside"	"outside"	2914	8794	1598	3165	4031	7196	3165	3931	7096	617	767	383	0	0	367	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-12"	"UNTEN"	"UNTEN"	4	1	15146	TRUE	5219	5219	3730	3730	0	3764	3764	""	"outside"	"outside"	3764	8445	0	4015	4430	8445	3815	4080	7895	267	550	0	0	749	199	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"NCOM"	"NO"	4	"D1"	"OBJ-13"	"OBEN"	"OBEN"	5	1	12950	TRUE	3564	2564	2398	1648	983	0	983	"outside"	""	"outside"	2599	5379	749	2665	1265	3930	2665	1265	3930	932	67	749	0	0	0	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-3"	"UNTEN"	"OBEN"	6	1	8069	FALSE	2715	2715	2715	2715	0	2232	2232	""	"outside"	"outside"	2232	8043	0	3396	2632	6028	3213	2632	5845	882	0	0	649	733	200	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-9"	"OBEN"	"OBEN"	7	2	13133	TRUE	3231	2948	2299	2299	2315	283	2315	"outside"	"outside"	"outside"	2315	8875	0	7993	699	8692	7810	333	8143	266	0	816	633	0	183	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"COM"	"NO"	1	"D2"	"OBJ-16"	"UNTEN"	"UNTEN"	8	2	15142	TRUE	3180	3097	1316	1316	0	1349	1349	""	"outside"	"outside"	1349	6365	483	1917	3549	5466	1734	3282	5016	883	0	866	117	100	0	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D1"	"OBJ-1"	"UNTEN"	"OBEN"	9	2	5786	FALSE	2098	1565	2098	1565	0	1582	1582	""	"outside"	"outside"	2149	13192	0	5529	6464	11993	5346	5231	10577	200	916	367	101	533	900	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-11"	"OBEN"	"OBEN"	10	2	13444	TRUE	4997	4164	2115	1799	1382	67	1382	"outside"	"outside"	"outside"	1382	5014	399	2215	2034	4249	2215	1917	4132	750	667	0	0	0	0	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-4"	"OBEN"	"UNTEN"	11	2	8176	FALSE	2032	1416	2032	1416	1433	0	1433	"outside"	""	"outside"	2082	7079	0	2499	3780	6279	2499	3780	6279	667	699	0	0	566	216	TRUE	TRUE	TRUE
"10"	"F"	"288"	"Exp4"	"Rec10"	"THIRD-TEST"	"NCOM"	"NO"	4	"D1"	"OBJ-14"	"UNTEN"	"UNTEN"	12	2	4699	FALSE	1866	1266	1866	1266	433	1266	1266	"outside"	""	""	1866	8626	0	3397	5229	8626	3397	5229	8626	916	350	0	0	733	766	TRUE	TRUE	TRUE
