"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"NCOM"	"NO"	4	"D1"	"OBJ-2"	"UNTEN"	"UNTEN"	1	1	15134	TRUE	7980	4381	3181	1699	384	866	866	"outside"	"outside"	"outside"	1232	10792	1016	5845	3931	9776	5845	3798	9643	665	799	832	400	949	133	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D2"	"OBJ-16"	"UNTEN"	"UNTEN"	2	1	15135	FALSE	10777	10610	10777	10610	167	6628	6628	"outside"	"outside"	"outside"	6628	12308	0	1515	10610	12125	1515	10410	11925	733	283	916	133	1799	0	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-5"	"UNTEN"	"OBEN"	3	1	15122	TRUE	5960	5444	5444	5028	0	3264	3264	""	"outside"	"outside"	3264	13344	0	4581	6964	11545	4581	6964	11545	683	517	683	550	850	799	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-8"	"OBEN"	"UNTEN"	4	1	8444	FALSE	3531	3531	3531	3531	3597	0	3597	"timecriterion"	""	"timecriterion"	3597	7529	0	517	5496	6013	517	5496	6013	167	915	583	0	0	0	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-3"	"OBEN"	"OBEN"	5	1	8607	FALSE	3197	2931	3197	2931	2998	0	2998	"timecriterion"	""	"timecriterion"	3347	7182	0	2115	5067	7182	2115	5067	7182	517	616	367	199	0	0	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-13"	"OBEN"	"OBEN"	6	1	15104	TRUE	3965	3549	1466	1466	1466	0	1466	"outside"	""	"outside"	1466	11776	683	4881	5995	10876	4781	5995	10776	566	932	749	183	832	767	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-6"	"OBEN"	"UNTEN"	7	2	8166	FALSE	1815	1815	1815	1815	1832	0	1832	"outside"	""	"outside"	1832	11427	0	3532	5614	9146	3532	5614	9146	718	766	600	699	216	783	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-4"	"UNTEN"	"UNTEN"	8	2	10619	FALSE	2832	2832	2832	2832	0	2399	2399	""	"outside"	"outside"	2399	6662	532	3015	3015	6030	3015	2865	5880	967	100	0	399	0	550	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-14"	"UNTEN"	"UNTEN"	9	2	7625	FALSE	2566	2066	2566	2066	500	1833	1833	""	"timecriterion"	"timecriterion"	3281	8746	0	5430	3066	8496	5430	3066	8496	933	284	0	0	849	850	TRUE	TRUE	TRUE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-7"	"UNTEN"	"OBEN"	10	2	6810	FALSE	733	733	733	733	0	733	733	""	"timecriterion"	"timecriterion"	733	3431	0	1033	1782	2815	1033	1782	2815	784	0	0	0	0	0	TRUE	FALSE	FALSE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D2"	"OBJ-15"	"OBEN"	"OBEN"	11	2	13109	FALSE	2233	2233	2233	2233	999	0	999	"timecriterion"	""	"timecriterion"	3979	5997	449	1284	4081	5365	1284	3864	5148	0	0	0	883	0	66	FALSE	TRUE	FALSE
"35"	"F"	"285"	"Exp5"	"Rec35"	"THIRD-TEST"	"NCOM"	"NO"	4	"D1"	"OBJ-1"	"OBEN"	"OBEN"	12	2	11248	FALSE	5596	5596	5596	5596	2348	0	2348	"outside"	""	"outside"	5596	8013	0	4281	3632	7913	4281	3632	7913	583	133	250	0	0	700	TRUE	TRUE	TRUE
