"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-9"	"UNTEN"	"OBEN"	1	1	15133	FALSE	10342	5929	10342	3381	250	833	833	"outside"	"outside"	"outside"	3498	13741	0	8062	4597	12659	8062	4597	12659	582	633	716	483	700	584	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-3"	"OBEN"	"OBEN"	2	1	15149	TRUE	7787	5307	5029	2982	649	0	649	"outside"	""	"outside"	1482	10943	0	5512	5431	10943	5512	5248	10760	333	333	583	401	0	0	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-8"	"UNTEN"	"UNTEN"	3	1	15124	TRUE	5564	4148	3264	1998	234	400	400	"outside"	"outside"	"outside"	3514	13640	450	4646	8544	13190	4130	8544	12674	583	333	850	516	533	2348	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D1"	"OBJ-5"	"OBEN"	"OBEN"	4	1	6984	FALSE	2614	2331	2614	2331	766	0	766	"outside"	""	"outside"	2765	13625	599	8045	4798	12843	7395	4798	12193	600	550	367	333	266	750	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-12"	"OBEN"	"UNTEN"	5	1	15143	FALSE	10414	8998	10414	8998	2248	0	2248	"outside"	""	"outside"	2248	12907	0	7394	4496	11890	6694	4496	11190	551	716	550	450	899	766	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-2"	"UNTEN"	"UNTEN"	6	1	15138	FALSE	12508	11975	12508	11975	233	3498	3498	"outside"	"outside"	"outside"	7378	14107	0	10193	3747	13940	10193	3747	13940	750	899	566	583	883	200	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D1"	"OBJ-6"	"UNTEN"	"UNTEN"	7	2	15165	FALSE	12137	9688	12137	9688	200	2731	2731	"outside"	"outside"	"outside"	2965	13174	0	5563	7611	13174	5563	7611	13174	533	732	833	732	766	816	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-11"	"UNTEN"	"OBEN"	8	2	15145	FALSE	9213	5430	9213	4014	316	1216	1216	"outside"	"outside"	"outside"	2531	13741	0	5680	7611	13291	5513	6961	12474	267	616	766	699	866	666	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-1"	"OBEN"	"OBEN"	9	2	15126	TRUE	4563	3447	3364	1365	1415	217	1415	"outside"	"outside"	"outside"	1415	13874	333	5496	7878	13374	4930	7878	12808	316	250	300	1049	817	850	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-7"	"OBEN"	"OBEN"	10	2	9133	FALSE	3065	2265	3065	2265	816	0	816	"outside"	""	"outside"	2565	13659	0	6746	6763	13509	6346	6763	13109	683	533	816	217	616	84	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-4"	"UNTEN"	"UNTEN"	11	2	8284	FALSE	3230	2864	3230	2864	149	1332	1332	"outside"	"outside"	"outside"	2964	5081	450	2016	2215	4231	2016	2215	4231	450	0	816	583	0	0	TRUE	TRUE	TRUE
"14"	"M"	"282"	"Exp2"	"Rec14"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-10"	"OBEN"	"UNTEN"	12	2	8396	FALSE	3348	2315	3348	2315	499	0	499	"outside"	""	"outside"	3697	14056	0	5013	8594	13607	5013	8594	13607	833	250	832	366	267	799	TRUE	TRUE	TRUE
