"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D1"	"OBJ-1"	"OBEN"	"OBEN"	1	1	15114	FALSE	8442	6693	8442	6693	1499	283	1499	"outside"	"outside"	"outside"	1749	12224	4214	4497	3513	8010	4347	3513	7860	583	783	450	816	0	665	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-7"	"UNTEN"	"OBEN"	2	1	15138	TRUE	6361	5462	5812	4913	0	1366	1366	""	"outside"	"outside"	2648	13973	0	7095	5313	12408	7095	5146	12241	916	466	699	333	583	899	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-16"	"UNTEN"	"UNTEN"	3	1	15109	FALSE	9993	9843	9993	9843	0	3215	3215	""	"outside"	"outside"	3215	13658	2999	5411	5248	10659	5411	4998	10409	733	616	483	1166	732	849	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-6"	"OBEN"	"UNTEN"	4	1	15150	TRUE	8325	6910	5246	4596	3231	0	3231	"outside"	""	"outside"	5663	13791	0	1283	3830	5113	1283	3830	5113	566	683	532	450	866	849	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-13"	"OBEN"	"OBEN"	5	1	14804	TRUE	5363	4947	3930	3664	1466	267	1466	"outside"	"outside"	"outside"	1466	9809	4163	1832	3814	5646	1832	3464	5296	816	733	716	0	0	716	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"COM"	"NO"	1	"D2"	"OBJ-4"	"UNTEN"	"UNTEN"	6	1	15163	TRUE	6812	4580	3314	1965	467	450	450	"outside"	"outside"	"outside"	1966	14007	2198	4348	7461	11809	4348	7461	11809	449	849	765	1149	766	766	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"COM"	"NO"	1	"D2"	"OBJ-3"	"OBEN"	"OBEN"	7	2	15142	FALSE	8877	6862	8877	6862	683	0	683	"outside"	""	"outside"	2631	13457	3047	849	9145	9994	849	9145	9994	483	1050	633	816	716	1099	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-5"	"UNTEN"	"OBEN"	8	2	15119	FALSE	7196	6729	7196	6729	399	4864	4864	"outside"	"outside"	"outside"	6396	9529	0	2215	1983	4198	2215	1983	4198	667	783	0	766	583	0	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-14"	"UNTEN"	"UNTEN"	9	2	15122	TRUE	7311	7128	2098	2098	0	2132	2132	""	"outside"	"outside"	2132	13672	2680	1832	9160	10992	1649	6012	7661	666	498	716	433	916	284	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-15"	"OBEN"	"OBEN"	10	2	15146	TRUE	7677	7444	6761	6761	1549	0	1549	"outside"	""	"outside"	1549	13989	2330	2780	8879	11659	2547	7280	9827	665	1033	683	100	816	266	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D1"	"OBJ-2"	"UNTEN"	"UNTEN"	11	2	15156	TRUE	6164	5981	4615	3333	0	3131	3131	""	"outside"	"outside"	3131	12309	8311	0	3998	3998	0	3598	3598	633	783	550	483	666	933	TRUE	TRUE	TRUE
"19"	"F"	"279"	"Exp1"	"Rec19"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-8"	"OBEN"	"UNTEN"	12	2	12031	FALSE	6061	4862	6061	4862	1133	0	1133	"outside"	""	"outside"	5946	12439	0	2930	5629	8559	2514	5412	7926	566	482	816	1433	0	732	TRUE	TRUE	TRUE
