"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-5"	"OBEN"	"OBEN"	1	1	15159	FALSE	7512	6295	7512	6295	900	0	900	"timecriterion"	""	"timecriterion"	200	12725	200	8611	3564	12175	8611	3397	12008	633	567	534	867	551	882	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-10"	"UNTEN"	"UNTEN"	2	1	15125	TRUE	8661	7894	1765	1765	67	1599	1599	"outside"	"outside"	"outside"	2415	12976	2332	6763	3881	10644	6580	3881	10461	217	83	450	832	616	317	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-15"	"UNTEN"	"OBEN"	3	1	15148	TRUE	7526	6527	6294	4745	184	2398	2398	"outside"	"outside"	"outside"	2881	13575	0	7946	5629	13575	7946	5446	13392	716	1299	483	0	217	233	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-11"	"OBEN"	"OBEN"	4	1	15138	TRUE	6727	5095	3196	2264	2482	0	2482	"outside"	""	"outside"	3564	13207	0	9027	4047	13074	9027	3098	12125	566	1116	766	167	116	217	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-14"	"OBEN"	"UNTEN"	5	1	10596	TRUE	3432	2699	2099	1366	1383	0	1383	"outside"	""	"outside"	2199	13560	0	8228	5166	13394	6895	5166	12061	84	766	899	200	234	551	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-8"	"UNTEN"	"UNTEN"	6	1	6697	FALSE	1083	1083	1083	1083	0	1249	1249	""	"outside"	"outside"	1249	10544	0	3732	6812	10544	3732	6679	10411	100	750	749	150	583	300	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-16"	"OBEN"	"UNTEN"	7	2	15160	TRUE	7046	6179	6045	5478	1548	0	1548	"outside"	""	"outside"	2048	13109	0	4214	8745	12959	4214	8745	12959	650	133	533	849	283	966	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-9"	"OBEN"	"OBEN"	8	2	6739	FALSE	2448	1615	2448	1615	616	500	616	"outside"	"outside"	"outside"	2199	13325	3514	6129	3682	9811	6129	3599	9728	732	466	832	683	667	850	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-7"	"OBEN"	"OBEN"	9	2	15158	FALSE	83	83	83	83	84	0	84	"outside"	""	"outside"	84	8795	0	6530	2065	8595	6530	2065	8595	800	266	483	450	350	251	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-12"	"UNTEN"	"UNTEN"	10	2	5793	FALSE	2298	1865	2298	1865	0	2031	2031	""	"outside"	"outside"	2481	12760	283	7013	5464	12477	7013	5397	12410	832	83	167	1466	383	400	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-13"	"UNTEN"	"OBEN"	11	2	15082	TRUE	6504	5988	2348	1948	217	1315	1315	"outside"	"outside"	"outside"	2082	12808	0	7661	4231	11892	7578	4231	11809	466	965	817	383	449	50	TRUE	TRUE	TRUE
"15"	"F"	"291"	"Exp3"	"Rec15"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-6"	"UNTEN"	"UNTEN"	12	2	5696	FALSE	2366	2050	2366	2050	0	2050	2050	""	""	""	2366	12627	0	6114	5713	11827	6114	5713	11827	183	100	133	17	200	751	TRUE	TRUE	TRUE
