"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D1"	"OBJ-10"	"UNTEN"	"UNTEN"	1	1	15141	FALSE	7563	6296	7563	4564	350	1999	1999	"outside"	"outside"	"outside"	2798	12725	949	7579	4014	11593	7262	4014	11276	516	966	916	133	866	882	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-2"	"OBEN"	"UNTEN"	2	1	13041	TRUE	4999	4199	4815	4165	1916	150	1916	"outside"	"outside"	"outside"	2232	9893	0	3065	3963	7028	3065	3813	6878	717	899	716	466	0	450	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D2"	"OBJ-15"	"OBEN"	"OBEN"	3	1	10447	FALSE	6395	5762	6395	5762	3015	0	3015	"outside"	""	"outside"	3981	8945	1666	3297	3982	7279	2997	3982	6979	166	0	883	733	0	0	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-12"	"UNTEN"	"UNTEN"	4	1	13564	FALSE	5147	2765	5147	2098	233	1433	1433	"outside"	"outside"	"outside"	3081	11292	1815	3181	5014	8195	2798	5014	7812	0	666	200	849	566	416	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D1"	"OBJ-13"	"OBEN"	"OBEN"	5	1	9086	FALSE	1866	1866	1866	1866	1832	0	1832	"outside"	""	"outside"	1832	11823	883	2414	8526	10940	2414	8526	10940	716	966	416	915	883	933	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"COM"	"NO"	1	"D2"	"OBJ-3"	"UNTEN"	"OBEN"	6	1	15158	TRUE	4966	4249	3382	2782	167	1782	1782	"outside"	"outside"	"outside"	2482	2831	0	0	2648	2648	0	2648	2648	0	0	0	333	0	333	FALSE	TRUE	FALSE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D1"	"OBJ-9"	"OBEN"	"OBEN"	7	2	15142	TRUE	5847	5364	4831	4531	1416	0	1416	"outside"	""	"outside"	4913	13940	550	5230	8043	13273	5230	8043	13273	634	50	250	583	832	466	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D2"	"OBJ-16"	"UNTEN"	"UNTEN"	8	2	15146	TRUE	6329	5729	6179	5579	216	2165	2165	"outside"	"outside"	"outside"	2165	13573	7062	2797	3364	6161	2797	3364	6161	50	467	583	599	549	750	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D1"	"OBJ-1"	"UNTEN"	"OBEN"	9	2	13369	FALSE	5964	4497	5964	4497	0	1649	1649	""	"outside"	"outside"	2082	11360	0	3481	7429	10910	3481	7429	10910	600	766	333	833	150	433	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-11"	"OBEN"	"OBEN"	10	2	10003	FALSE	3646	2781	3646	2781	1766	0	1766	"outside"	""	"outside"	2066	10278	2282	0	7263	7263	0	7046	7046	233	1266	433	700	550	0	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"COM"	"NO"	1	"D2"	"OBJ-4"	"OBEN"	"UNTEN"	11	2	10673	FALSE	4113	2265	4113	2265	832	217	832	"outside"	"outside"	"outside"	1366	8544	0	1733	4363	6096	1583	4080	5663	233	283	284	0	0	0	TRUE	TRUE	TRUE
"04"	"F"	"293"	"Exp4"	"Rec04"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D1"	"OBJ-14"	"UNTEN"	"UNTEN"	12	2	7967	FALSE	3781	3298	3781	3298	0	2432	2432	""	"outside"	"outside"	2915	8111	1632	1999	4197	6196	1999	3980	5979	983	400	0	0	633	283	TRUE	TRUE	TRUE
