"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-10"	"UNTEN"	"UNTEN"	1	1	15145	TRUE	8761	7712	8644	5729	66	3181	3181	"outside"	"outside"	"outside"	3448	13972	949	8810	4213	13023	8677	4213	12890	849	84	800	0	633	417	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D2"	"OBJ-2"	"OBEN"	"UNTEN"	2	1	15130	TRUE	6845	6612	3065	2832	2864	233	2864	"outside"	"outside"	"outside"	3131	12945	0	5348	6213	11561	5348	6046	11394	599	283	551	616	900	533	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-15"	"OBEN"	"OBEN"	3	1	15127	TRUE	7061	5546	6529	4381	2331	0	2331	"outside"	""	"outside"	2814	13091	1466	4297	6878	11175	4164	6878	11042	866	150	866	33	866	0	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-12"	"UNTEN"	"UNTEN"	4	1	15140	TRUE	8128	6913	7195	5980	333	1416	1416	"outside"	"outside"	"outside"	3964	11840	1682	1481	8361	9842	1265	8361	9626	549	766	798	450	566	800	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-13"	"OBEN"	"OBEN"	5	1	15111	TRUE	7946	6979	5697	4897	1365	0	1365	"outside"	""	"outside"	1632	11876	0	3348	8528	11876	3348	8528	11876	383	0	616	733	666	650	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-3"	"UNTEN"	"OBEN"	6	1	15137	TRUE	6280	5747	2383	1850	0	866	866	""	"outside"	"outside"	2499	13410	0	4848	8212	13060	4848	7646	12494	583	817	67	866	716	383	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D1"	"OBJ-9"	"OBEN"	"OBEN"	7	2	15155	TRUE	4648	4065	1982	1649	450	0	450	"outside"	""	"outside"	1066	13756	0	7844	5795	13639	7844	5795	13639	783	766	317	699	83	666	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-16"	"UNTEN"	"UNTEN"	8	2	15131	TRUE	4330	2465	2648	783	0	783	783	""	"outside"	"outside"	2715	8145	1550	2931	3514	6445	2931	3514	6445	650	0	583	716	616	0	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D1"	"OBJ-1"	"UNTEN"	"OBEN"	9	2	15118	TRUE	3496	2797	1098	682	0	716	716	""	"outside"	"outside"	1165	11141	0	5712	5429	11141	5712	5429	11141	483	816	117	0	0	284	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D2"	"OBJ-11"	"OBEN"	"OBEN"	10	2	15136	TRUE	10008	8175	9962	8129	716	0	716	"outside"	""	"outside"	3781	8995	1433	2998	4364	7362	2715	4364	7079	183	550	0	799	817	0	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"NCOM"	"NO"	4	"D2"	"OBJ-4"	"OBEN"	"UNTEN"	11	2	15124	TRUE	6047	3582	3381	2032	450	183	450	"outside"	"outside"	"outside"	1482	11206	0	3130	5645	8775	3130	5645	8775	549	366	932	633	300	716	TRUE	TRUE	TRUE
"40"	"M"	"276"	"Exp4"	"Rec40"	"THIRD-TEST"	"COM"	"NO"	1	"D1"	"OBJ-14"	"UNTEN"	"UNTEN"	12	2	15148	FALSE	9562	8746	9562	383	0	383	383	""	"outside"	"outside"	583	13555	0	5812	7610	13422	5812	7610	13422	167	849	100	117	882	849	TRUE	TRUE	TRUE
