"ID"	"Sex"	"Age_Days"	"Exp"	"Rec"	"TestPhase"	"ConSoc"	"ConOut"	"Condition"	"Dyad"	"Object"	"ObjectPos"	"ObjectPosAct"	"TrialRun"	"TrialCon"	"OutcomeDuration"	"TwoSecCheck"	"TotalLTScreenOut"	"TotalLTObjectOut"	"LTScreenOut"	"LTObjectOut"	"FirstLookDurationObjectOutTop"	"FirstLookDurationObjectOutBottom"	"FirstLookDurationObjectOut"	"FirstLookDurationObjectOutTopReason"	"FirstLookDurationObjectOutBottomReason"	"FirstLookDurationObjectOutReason"	"FirstLookDurationScreen"	"TotalLTScreenAct"	"TotalLTObjectAct"	"TotalLTActorLeftAct"	"TotalLTActorRightAct"	"TotalLTActorSumAct"	"TotalLTFaceLeftAct"	"TotalLTFaceRightAct"	"TotalLTFaceSumAct"	"LTScreenAct_5to6"	"LTScreenAct_7to8"	"LTScreenAct_9to10"	"LTScreenAct_11to12"	"LTScreenAct_13to14"	"LTScreenAct_15to16"	"InterPhaseCheckerSoc"	"InterPhaseCheckerGazing"	"InterPhaseCheckerValid"
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D1"	"OBJ-10"	"OBEN"	"UNTEN"	1	1	15124	TRUE	6560	4910	3880	2631	966	0	966	"outside"	""	"outside"	2881	14275	0	4297	8996	13293	4297	8996	13293	866	967	833	900	317	949	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"COM"	"NO"	1	"D2"	"OBJ-7"	"OBEN"	"OBEN"	2	1	12134	TRUE	4646	4180	2931	2648	799	0	799	"outside"	""	"outside"	1182	13707	1816	4780	7111	11891	4780	7111	11891	682	566	716	867	767	433	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D1"	"OBJ-2"	"UNTEN"	"UNTEN"	3	1	14719	TRUE	3682	3198	1733	1549	66	966	966	"outside"	"outside"	"outside"	966	13676	3281	2649	7480	10129	2649	7480	10129	650	900	799	516	884	550	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D2"	"OBJ-4"	"UNTEN"	"UNTEN"	4	1	8418	FALSE	2015	1882	2015	1882	0	1100	1100	""	"outside"	"outside"	1433	12659	3082	2481	6929	9410	2481	6929	9410	916	300	249	482	83	550	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"NCOM"	"NO"	4	"D1"	"OBJ-5"	"OBEN"	"OBEN"	5	1	15120	TRUE	6061	4845	2282	1266	1283	0	1283	"outside"	""	"outside"	2382	13958	1349	10444	1932	12376	10444	1932	12376	450	783	616	816	599	50	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-11"	"UNTEN"	"OBEN"	6	1	6903	FALSE	2032	1532	2032	1532	0	983	983	""	"outside"	"outside"	1299	11493	0	3898	4430	8328	3898	4430	8328	300	383	433	183	799	166	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"NCOM"	"IDENTITY"	5	"D1"	"OBJ-1"	"OBEN"	"OBEN"	7	2	9412	FALSE	2498	1815	2498	1815	1066	0	1066	"outside"	""	"outside"	1799	9230	466	3182	5432	8614	3182	5265	8447	667	83	0	0	67	66	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"COM"	"NO"	1	"D2"	"OBJ-8"	"UNTEN"	"UNTEN"	8	2	6491	FALSE	2032	1149	2032	1149	250	1166	1166	"outside"	"outside"	"outside"	2182	5679	499	1699	3481	5180	1699	3481	5180	766	0	0	633	0	0	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"COM"	"LOCATION"	3	"D2"	"OBJ-12"	"OBEN"	"UNTEN"	9	2	8648	FALSE	2764	1782	2764	949	949	0	949	"outside"	""	"outside"	1915	6245	0	1582	3597	5179	1582	3597	5179	749	0	249	383	816	0	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"NCOM"	"NO"	4	"D1"	"OBJ-6"	"UNTEN"	"UNTEN"	10	2	9547	FALSE	3397	2265	3397	2265	0	1232	1232	""	"outside"	"outside"	1832	10990	932	1849	8059	9908	1849	8059	9908	533	849	0	850	899	599	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"NCOM"	"LOCATION"	6	"D1"	"OBJ-9"	"UNTEN"	"OBEN"	11	2	15172	FALSE	7013	4065	7013	3382	183	1115	1115	"outside"	"outside"	"outside"	2182	10493	0	2798	5397	8195	2798	4847	7645	217	783	0	0	683	932	TRUE	TRUE	TRUE
"18"	"M"	"279"	"Exp6"	"Rec18"	"THIRD-TEST"	"COM"	"IDENTITY"	2	"D2"	"OBJ-3"	"OBEN"	"OBEN"	12	2	9712	FALSE	4296	2997	4296	2997	983	0	983	"outside"	""	"outside"	2348	5032	816	1899	2317	4216	1899	2317	4216	851	533	0	0	0	0	TRUE	TRUE	TRUE
